title,rank,report
영웅,10,완벽한 영화입니다. 그냥 보세요
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",7,"일본 영화 특유의 청량감, OST의 적절함을 느낄 수 있었습니다만 반전이라고 하기에는 예상되는 부분들이 많았습니다 영상미는 역시나 만점입니다."
아바타: 물의 길,10, 13년을 기다리다 나온 영화라 기대가 너무 크긴 했지만 그래도 돈이 아깝지 않게 봤던것 같아요 이 영화는 영화관에서 보는걸 꼭 추천합니당 
영웅,10,아바타와 같은시기 개봉이 너무 안타깝다..명작입니다. 
올빼미,10,생각은했지만 그생각했던것 마져도 반전시켜주는 역대 손꼽을만한 대작이라본다. 다시보고싶을정도로..
영웅,10,성화혀여여여ㅕㅇ여여영여여영ㅇ어어어엉
영웅,10,"장부로 세상에 태어나.. 하마터면 소리내어 통곡할 뻔 했습니다.. 똥묻은 개가 먼지묻은 사람을 벌하는 세상, 과연 누가 죄인인가? 레미제라블 부럽지 않은 대한민국 최초의 뮤지컬 영화!"
영웅,10,"영화를 뮤지컬식으로 되어있으며, 주인공의 연기력 좋네요"
영웅,10,연출이 아쉽네요. ..
영웅,2,다 아는 내용 영화화 한거임. 
영웅,9,"아니ㅋㅋㅋ누가 신파 클리셰 범벅이라 했냐ㅋㅋㅋ영화는 봤니? 담백하고 잔잔한 감동에 완벽한 ost, 배우 연기와 감독에 세련된 연출 + 원작 뮤지컬의 한정된 공간을 영화상에 무한한 공간으로 웅장하게 옮겨내 2시간 동안 관객들의 눈과 귀를 단숨에 사로잡는 영화"
영웅,10,솔직히 이건 재미로 보는걸 떠나서 꼭 보셨으면 좋겠습니다...  
영웅,10,재미를 떠나 무조건 봐야 하는 영화감동이 기대 이상입니다.안울려고 했는데 마지막에 결국 터졌네요
영웅,8,뮤지컬 원작이라 그런가 공간이 좁아보이는 느낌을 받음 장소도 갑자기 이동되고
영웅,1,안중근이 니네들 돈벌이 대상이냐?왜곡에다 조작까지 상업화까지여기만점준 알바들너무재미없는 다큐계몽영화
영웅,10,진짜 꼭 보고싶던 영화! 꼭 봐야할 영화!정말 2시간동안 너무 재미있게 봤습니다.연기도 스토리도 모두 완벽한 영화입니다~!
영웅,7,잊을 수 없고 잊지 말아야 하는 그들의 이름
영웅,10,레미제라블 생각나네요
아바타: 물의 길,10,2번 봤어요. 한 순간도 눈을 뗄 수 없었어요. 진짜 최고!!!
아바타: 물의 길,4,웬만해선 댓글 잘 안 다는데 스토리도 물론이거니와 영상미도 생각보다 1편에서의 감동보다 덜 합니다... 왜 다들 극찬만 하시는지는 잘 모르겠습니다
영웅,4,김고은좀 벗겼어야 흥행할텐데 만두로는 역부족
아바타: 물의 길,10,"전체적으로 어두운 느낌이다보니,4k 영사 가능한 곳에서 보는 것 추천.(용아맥이나 남현아나...)돌비서 봤는데 돈 값함. "
영웅,10,안중근 유해를 반드시 찾아와야합니딘
영웅,10,"영화 &amp;#34;영웅&amp;#34; 강추합니다간만에 여운깊이 남는 영화봤네요안중근의사를 비롯한 순국열사,애국지사 모두 정말 정말 감사드립니다 지금의 대한민국이 존재할 수 있음은 여러분이 계셨기에 가능했다고 다시한번 기억하겠습니다"
영웅,10,최근 몇년 동안 본 영화중에 1순위입니다!!완젼 감동입니다~연기자들 연기도 최고수준!!두세번 봐도 아깝지 않을 좋은 영화인것 같습니다 .
아바타: 물의 길,10,재미있었다아아아아앙
영웅,10,
영웅,10,"안중근의 삶과 그 시대를 치열하게 살아냈던숭고한 희생에 감사가 됐고, 정성화 배우가 노래만이 아니라 너무나 섬세한 연기를 보여줘서 더 놀랍고 감동적이었다. 앞으로 9번 더 볼 예정"
자백,5,원작을 먼저 봐서 결말까지 알고 있었는데 생각보다 김윤진씨 연기력이 영화와는 맞지 않아서 읭스러웠어요말톤 말투가 연극 같아서 이질감이 심했어요;이걸 노린거다라고 하기에는 이야기 진행되면서 너무 너무 이질감이 심해서 보는내내 불편했네요원작 배우들이 워낙 연기를 잘한것도 한 몫하지만 좀... 아쉽네요
영웅,10,"안중근 의사의 생애를 유쾌하면서도 감동적으로, 이해할 수 있는 작품이었습니다. 도입부에서는 뮤지컬 영화라는 방식이 좀 어색하게 느껴지기도 했지만 보다보니 오히려 몰입도 잘되고 신선하게 느껴졌네요~"
아바타: 물의 길,10,안볼이유가없다꼭 포디로 보시길
극장판 유루캠△,7,TV버전 유루캠은 귀여운 고딩들의 캠핑 이야기 였죠.당연히 그 스토리로 이어가는 얘기인 줄 알았는데.. 그새 주인공들이 성인이 돼어버렸네요. 그것도 이누코 동생 아카리짱이 대학생으로 나올만큼 많은 시간이 지난 성인. ㅡㅡ유루캠은 볼거리 먹거리 그리고 주인공들의 귀여움이 볼거리 였는데..극장판은 한정된 공간과 귀여운 맛이 사라져서 많이 아쉬웠어요. ㅡㅡ
영웅,10,가슴이 먹먹해지는 영화!
영웅,10,이래서 다들 정성화 정성화했구나.. 뮤지컬도 궁금하다
아바타: 물의 길,10,극장가서 보세요  ㅎ ㅎ ㅎ
영웅,10,개봉몇일전부터 OST들었는데 보고나서 들으니 더 가슴이 먹먹해집니다.배우들 노래 진짜 최고입니다. 
아바타: 물의 길,1,할말 딱히 없고잘 잤음
영웅,10,&amp;#34;사랑하는 나의 아들 도마야...“ 여기에서 아주 오열을 했네요....민망할정도로...ㅜㅜ 제 이름이 도마인줄....ㅠㅠ 보는내내 애국심과 효심이 뿜뿜하네요...
아바타: 물의 길,8,1편에 비해 스토리면은 진부함. 다만 영상미로 판단해서는 수준급임. 
영웅,10,뒤에 아주머니 아저씨들이 훌쩍훌쩍거렸음 너무 먹먹하다...
아바타: 물의 길,10,정말 속편이 재미있기 쉽지않은데  대단하다. 정말 웅장하다
영웅,10,"이건 진짜 꼭! 모두가! 국민이라면 모두! 봐야함.배우들 노래도 대박. 너무 절절함.ㅠㅠ김고은 노래하는데 애절한 엘사같아서 미치겠음.나문희선생님 노래 때 눈물 펑펑...국뽕 제대로 오르는 영화.뮤지컬은 못봤지만 이미 본 느낌. 담에 진짜 뮤지컬도 보고, 역사공부도 더 해야겠음요. 강추추추!!!"
영웅,10,한국인이라면 무조건 한번은 봐야될영화.
가족의 색깔,10,
아바타: 물의 길,6,1편과 똑같은 스토리 실제보다 실제같지 않은 그래픽 자랑을 2시간30분 
아일라,10,
영웅,10,감사합니다 도마 안중근선생님 잠시 잊고 살았던 내 자신을 돌아보게 되네요
영웅,10,연기 ost 연출...모든게 완벽했습니다영화를 보는것인지 뮤지컬을 보는것인지 헷갈릴정도의 연출... 소름이돋을정도였습니다ㅜ그들의 희생덕에 우리가 존재할수있음을 잊지맙시다
아바타: 물의 길,7,재미는 있는데 너무 길다
영웅,10,뮤지컬을 잘 재현했네요. 재미있게 봤습니다 
영웅,6,뮤지컬이 너무많았다고 생각합니다. 역사를 조금 알아가는 시간이었지만 아쉬움도 남아요
아바타: 물의 길,10,
영웅,10,
창밖은 겨울,8,역시 연기는 좋은데 너무 이뻐...
영웅,10,내 인생 최고의 영화를 봤다
영웅,10,정성화...주인공으로  무게감이 떨어져 걱정했는데  감독이 연기  비중을 조연들과 적절히 조절하면서 매끄럽게 극을 진행시켜 리스크를 최소화했고  그러면서도 장점인 노래 부르는 연기를 극대화 시켜 최고의 케릭터를 만들어 냈네요.  노래를 부르면서 하는 연기는 몰입감이 완전 최고다. 그리고 아...김고은!  그녀는 뮤지컬 배우로 생각해도 손색이 없을 만큼의 모습을 보여줬다. 마지막 씬은 겨울왕국에서의 엘사 슬픈 버전 같은 느낌이었다. 나문희의 떨리는 노래에 도저히 스크린을 볼수가 없었습니다...한국에서는 아직 어색한 뮤지컬 영화라는 어느 영화평론가의 말.. 역시 그들은 영화를 평하는 직업적인 관점으로 보니까 신경 꺼도 되겠고요. 마지막 장면도 정성화! 너무 감동적이었습니다. 사실 전  뮤지컬을 보지 못해서 배우의 캐릭터에 몰입이 되지 않을까 걱정했는데 눈물 너무 많이 흘렸습니다. 감사합니다. 아 그리고 전 물랑루즈를 영화도 ost도 수십번 본 사람인데 영웅이 훨 낫네요. 
영웅,10,영화 처음 시작할 때 부터 계속 울었네요… 그 때의 그 상황 그대로를 자연스럽게 잘 만든 느낌이 들었어요. 그래서 몰입감 최상도로 봤던 것 같아요. 꼭 보세요. 한국인이라면 꼭 봐야하는 영화라고 생각합니다.
노엘 다이어리,8,이영화는 딴거 필요없고 남주보면 됨...얼굴이 유잼이네여...ㅋㅋㅋ 즉흥적인 사람이 보면 이해될만한 여행인듯...
아바타: 물의 길,10,
영웅,10,명품 뮤지컬인 이유가 있네요정말 잘 봤습니다
미 비포 유,8,스토리 개연성 없는거 빼고 잘만든 영화
아바타: 물의 길,10,너무 길어서 엉덩이 허리 아픈거 말곤 좋았어요
아바타: 물의 길,9,판도라가서 나비족 섭외해서 찍었다는 말 너무 공감감
아바타: 물의 길,6,"아바타 1편 보신분은 후회함.1편은 진짜 영화로써 완성도 높았지만, 2편은 그냥 드라마임. 떡밥 많이 뿌려놓고 회수 안됨. 그리고 굉장히 많은 시간을 영상미에 쏟아부어서... 무언가 재밌는 스토리를 원하는 사람에게는 시간이 아까울 수 있음. 자연에서 노는 영상미는 멋지긴 하지만 3D로 봐야함. 2D는 그냥 시간낭비.스토리 개연성도 어이가 없음. 죽을때까지 버티며 고문받던 놈이... 나비족 언어랑, 타고다니는 동물 잡는 것을 적에게 즐기듯 가르쳐주는거 보고 어이를 상실했음. 진짜 나쁜놈들보다 이런 멍1청한 아군이 더 위험하다는것을 세삼 일깨워줌.마지막에 물의 부족 일행들과 대규모 전투를 치를때도 전투 시작에만 나오지, 중간부터 부족들 한놈도 안보임. 적들은 사방팔방에 있는데 아군은 그냥 주인공 일행뿐. 아니, 2조원을 들인 영화 맞음? 3시간중 1시간은 진짜 의미없는 장면이라고 보면 됨. 1편 진짜 인생영화라 생각해서 2편 본건데, 대실망임. 후속작 100%나올텐데 3편은 집에 볼거임. 그냥 스토리가 드라마 수준이라고 보면 됨. 영상미 느끼고 싶다면 3D보셈. 앞쪽 뒷쪽 좌석은 비추. 최소 3번째 줄부터 보셈. 2D는 진짜 돈과 시간 낭비임."
올빼미,10,들고 있던 팝콘도 잊게 만드는 몰입도100프로 영화. 강추..
영웅,10,안중근의 유해 반드시 조국으로 돌아오길 항상 기도하겠습니다.
영웅,10,정말 뭐하나 빠짐없이 완벽한 영화입니다… 이런영화를 만들어주셔서 역사에 대해 더 알아가고 이 나라에 감사하며 살아가야겠다는 마음을 가졌습니다 정말 감사합니다 저는 두번 세번 더 봐야겠습니다
시맨틱 에러: 더 무비,10,"이렇게 멋진 작품을 만들어 주신 감독님, 작가님 그리고 배우님들 감사드립니다 너무 재미있게 잘 봤어요! 최고예요 짱!!!"
아바타: 물의 길,10,최고 그자체입니다 짱짱짱
영웅,10,
영웅,6,무난하게 볼만한거같다.
아바타: 물의 길,10,기다린보람잇다 재미잇다
너의 이름은.,10,Ost 지리고 스토리 재밌고 여운남고 실제 배경으로했고 시간을 왔다갔다하면서 떡밥을 엄청나게 많이 깔아놓음 인생작일수밖에..
영웅,10,역사에 기반한 스토리와 김고은&amp;정성화 배우의 연기 + 노래만으로도 볼 가치는 충분한 영화.  물론 다른 배우들도 좋았음. 정성화배우는 안중근 의사 그 자체같고.. 개인적으로 김고은의 재발견이라 생각함왜 뮤지컬 안하세요…티켓값이 아깝지 않음
영웅,10,뮤지컬을 영화화할 때 고민해야 하는 지점에 대한 해답이 있다. 인상적인 연출과 심금을 울리는 넘버가 빚어낸 마스터피스!
영웅,2,한국에서 만든 캣츠.. 원작을 멕임
아바타: 물의 길,9,3시간 동안 눈을 뗄 수 없어요... 몰입감이 엄청나고 3시간이 훅 지나갑니다
영웅,10,아바타랑 동시 개봉이라 아쉽지만 보는 내내 눈시울을 적셧다.남녀 노소 꼭 보길 바라는 영화.
기예르모 델토로의 피노키오,10,너무 아름다운 이야기.. 영상미도 좋고 감동적이다.
올빼미,10,긴장감 가득하다. 그래서 눈이 아펐다
영웅,2,"영화계의 공무원 : 국뽕역사영화 ㅋㅋ 얼마나 노잼이건 주제 때문에 감히 10점 아래로는 줘서는 안되는, 폄하해서는 안되는 그런 영화들 공장처럼 찍어나오는 이런 영화들 사이에 있으니까 박찬욱, 봉준호 감독같은 작가주의 감독들이 아이러니하게 대중성을 갖는거임 ㅋㅋ"
영웅,6,뮤지컬 과 영화의 차이가 확연히 들어난다
영웅,10,정성화 명불허전에 김고은 진짜 다시봤다 너무 잘하네 생각보다 완전 뮤지컬영화입니다 연말 의미있고 따뜻하게 보러가도 좋을듯하네요
영웅,10,이런 영화야말로 천만 가야지..진짜 억지로 주는 감동이 아닌 역사가 주는 감동이었다.
영웅,6,안중근 같은 인물로 뭘하면 이런 영화를 만드냐 그냥 무겁고 진지하게 가야지 왜 쓸모없는 개그신들은 왜 들어가냐 어캐 모든게 뮤지컬보다 딸리냐 ㅋㅋㅋ
영웅,10,제발 한국인이면 영웅 봅시다.
아바타: 물의 길,10,스토리는 평이한데 영상미가 쩔어줌
아바타: 물의 길,10,1편보다 내용이 밀린다는 분들이 계신데 2탄은 길목이 되는 역활이라 생각합니다. 충분히 재미있었고 앞으로의 3 4 5 탄이 기대됩니다.
영웅,10,이런 영화가 나올 수 있네요ㅜ 도전에 박수를!다들 정말 꼭 보세요! 
"나니아 연대기 - 사자, 마녀 그리고 옷장",10,"최고의 영화 어린시절에 봐도, 지금봐도 최고다"
아바타: 물의 길,6,눈호강은 좋은데 뻔한 내용을 3시간을 보자니 좀이 쑤심
영웅,9,정성화님의 연기와 노래ㅠㅠ집중해서 잘 봤어요마지막 나문희님의 애절한 어머니의.마음에서 눈물이 터졌어요 
더스트맨,7,꿈은 현실과 반대되는 거라고 하잖아요...지워지라고 그리는 거예요...목적없이 길을 걷다가 우연히 먼지가 잔뜩 낀 초보운전 차량에 다가간 태산을 처음엔 나무라던 그 아주머니(차량 주인)가 그림을 보고 난 다음 한 행동과 말에...뜬금없이 눈물이...
아바타: 물의 길,10,"진짜 눈이 너무 즐거움색감부터 연출, 움직임... 모든게 완벽하다"
아바타: 물의 길,10,미친 영화. 두 번 말 안한다
아바타: 물의 길,10,"메가박스 돌비에서 봤고, 영상미 좋음.스토리나 신비감은 1편이 더 좋은듯.아무래도 숲보다는 바다가 단조로울수밖에 없고,우린 이미 아바타캐릭터에 익숙하니까.그래도 3편 기다리고있음."
아바타: 물의 길,10,눈물 또로록 나오는 영화
아바타: 물의 길,10,나는 나비족 빙의해서 오열하고 남편은 조금 지루해함
러브레터,10,재개봉을 밥먹듯이 하는 건 다 이유가 있는 법이다. 이 영화는 정말 따뜻한 쌀밥 같은 영화니까
영웅,10,너무 재미있게 잘봤습니다 배우분들 연기야 말할 필요도 없고 오케스트라를 따로 녹음한건지 몰라도 웅장한 느낌이 강렬해서 뮤지컬보는 것 같은 느낌이 들었어요 nn차 각 한국에서 이런 고퀄리티의 뮤지컬 영화가 나올 줄이야!!
영웅,10,다 아는 내용인데도 이렇게 재밌게 볼 수 있나요ㅠㅠㅠㅠ 넘 잘 봤어요! 배우들 연기와 노래 최고!!!!
영웅,10,와 한국인이라면 꼭 봐야할 영화 인정!!! 사정상 뮤지컬 영웅은 아직 못봤지만 넘버 하나 하나 끝낭때마다 박수 나오려는거 간신히 두 손을 맞잡고 봤습니다ㅠㅠ 일본놈들 ㅂㄷㅂㄷ
영웅,10,일부 남성분들 때문인 것 같은데 왜 아바타도 그렇고 영웅도 그렇고 남자 평점이 죄다 이 모양임? 평점 죄다 깎아먹네
영웅,10,음악 연기 스토리 모두다 기대이상이었어요. 다아는 이야기지만 새로운 감동을 받았습니다. 열연한 배우님들과 감독님께 감사의말씀드립니다.
영웅,10,감동 감동 꼭보세요~~ 연기 노래 연출 다 좋아요 
영웅,2,자국 백성을 수탈하고 죽여달라고 청의 군대를 불러들이고 청나라에 매국한 민비를 미화하는 이런 영화는 불매해야한다. 조선은 임오군란 동학농민운동으로 이미 국가의 기능을 상실한 국가였다 조선의 왕실과 조정은 백성을 수탈하는데 여념이 없었기에 그렇기에 일본은 전쟁 없이 조선을 먹을 수 있었다 이미 망가질대로 망가진 조선은 전쟁할 여력도 기력도 없었다 썩어 문드러진 조선 왕실의 중심 고종과 민비를 미화하는 이런 영화는 다시는 나오면 안된다 역사를 잊은 민족에게 미래는 없다고? 그러면서도 우리는 왜 그 당시의 악랄했단 조선의 조정을 외면하고 미화시키는가? 영웅 예고편 첫 부분에 나오는 국가란 무엇입니까에 대하여 나는 다시금 되묻고 싶다 조선은 국가로서의 최소한의 책임과 의무를 다 하였는가!!
아바타: 물의 길,10,"사람들이 지루하다, 생각보다 별로다 라고 하는 평을 보긴 했는데 저는 정말 재미있게 봤어요. 3시간이라는 시간이 아깝지 않은 스토리에 영상미였어요"
영웅,6,노래와 코믹의 비중을 낮추고 의사의 독립투쟁과 거사과정을 좀더 늘렸다면 어땠을까 생각된다 
아바타: 물의 길,10,최고여요 기사 이상한소리하고자빠짐 
영웅,8,"설희 기차 씬에서 cg가 너무 티나서 조금 아쉽다.. 내용 자체는 기대보다 전개가 아쉬웠음.. 전투 장면도 짧게 나오고 거사 장면도 다른 역사 관련 영화에 비해 긴장감 없이 후딱 지나가서 기대했던 것보다 조금 밋밋하게 느껴짐.. 그러다 마지막에 어머니의 편지, 나문희 선생님 노래에서 눈물이 터짐.. "
헌트,6,이정재의 첫 연출작은 그럭저럭 괜찮았다.
영웅,1,역사는 당연히 안 잊습니다 근데 영화는 잊으려구요
영웅,8,만두 뇌절 빼곤 볼만했던 영화
아바타: 물의 길,10,이전 작품 때문에 기대가 정말 컸음에도 불구하고 정말 재미있게 봤습니다!! 
아바타: 물의 길,10,CG라는 생각 전혀 안 듦. 나비족 다큐멘터리 보는 기분 영화가 3시간 30분이라 중간에 화장실 갈까 봐 걱정했는데 몰입도가 높아서 그런지 그런 생각 하나도 안 듦.
영웅,10,무조건 봐야됨!!!!
영웅,10,한국인이라면 가족들과 함께 꼭 한번은 봐야할 영화.뮤지컬 가격 생각하면 너무나도 혜자인가격.한국인이라면 가슴속에서 감동이 휘몰아친다
영웅,10,뮤지컬을 보지 못 했는데 뮤지컬로도 보고 싶어졌어요!! 
아바타: 물의 길,10,아바타1 땐 이런 세계관을 만든것에 놀라웠는데 2에서는 바다속 모든씬들이 경이로움의 연속이었다  멋진대작영화를 만든 감독 진짜 천재임다
영웅,10,다들 연기도 잘하고 노래도 잘하고  감동적이었는데 비추테러 추하다
아바타: 물의 길,10,
아바타: 물의 길,8,"영상은 아름다운데..초반은 조금 지루했고,물의길~부터 잼있었어요.3는 글쎄..안볼꺼가타요"
외계+인 1부,8,하도 별로라는 말이 많아 기대안하고 봐서 그런가 나름 유쾌하고 재있었다
영웅,10,
아바타: 물의 길,10,내가 나비족의 아픔을 공감하게 될줄이야..찢었다
영웅,10,나라를 위해 싸운우리... 과연누가 죄인인가!나라를 지키려 하는자가 죄인인가! 빼앗으려 하는자가 죄인인가..
아바타: 물의 길,10,너무 잘 봤어요 3d로 꼭 봐야하는 영화네요
영웅,7,무난한 안중근의사를 다룬 영화. 생각보다 노래가 귀에 잘 안들어옴.
아바타: 물의 길,10,돈이 아깝지 않았어요.. 최고 
영웅,10,"영화가 끝나고 여운이 너무 기네요... 잊혀지지가 않습니다. 소름끼치도록 전율이 있는 영화네요. 대한민국 국민이라면 꼭 필히 봐야하는 영화라고 생각됩니다. 감동과 재미가 조화롭게 담겨져있고, 더욱이 배우들의 훌륭한 노래까지 들을 수 있는 1석3조였습니다. 안중근 의사를 비롯하여 수많은 독립투사 분들께 진심으로 감사드립니다. "
영웅,10,
영웅,1,다 알고 있는 이야기로 이렇게나 진부하게 풀어나갈수 있다니...
미씽: 사라진 여자,9,"내 애를 살리기 위해선 본인도 희생 가능한, 내 애가 아닌것을 깨닫고는 살아갈 이유가 없어진, 그 이름은 엄마. 근데 난 육아 휴직중인 아빠다. "
영웅,10,역사를 잊은 민족에게 미래는 없다.
아바타: 물의 길,10,남친이랑 너무 재밌게 보고와서 기분이 좋아요. 시간가는줄모르고 봤어요. 영상 너무 예쁨. 당신을봅니다. I see you 좋아요 :)
원피스 필름 레드,10,나만 존나 재밌게 봤나ㅋㅋ
영웅,10,"뮤지컬로 먼저 본 입장에선, 음량이 뭔가 아쉽다. 따로 노는 것처럼 느껴지는 몇몇 넘버가 있다. "
영웅,10,모두 한번 봤으면 합니다. 역사를 알아야 하는 젊은 세대분들이 많이 봤으면 합니다.뮤지컬 레미제라블의 민중의 노래 장면이 연상되는 씬도 있고.. 감동이 있습니다.제작진 분들 모두 수고하셨습니다...잘 만들었습니다.
아바타: 물의 길,2,기다보다 못함 진짜 기대하지마
영웅,10, 영화 시작전부터 눈물흘린 영화는 처음입니다ㅜㅜ아직도 가슴이 뜨겁습니다
서치,10,마지막에 상상치도 못한 반전이 숨겨져있고 엔딩도 반전이라 정말 재밌었고 이때동안 본 영화중에 제일 재밌었을정도로 흥미로웠다.
영웅,9,뮤지컬 영화를 좋아하면 더 재밌음
영웅,10,"올해 최고의 영화였다.감상평 하는것 조차 조심스러운 훌륭한 영화가슴이 뜨거워지고, 감동으로 벅차 눈물로안중근을 만났다. 고맙습니다 "
올빼미,8,"2022년도 한국 영화의 희망... 연출,연기는 물론이고, 군더더기 없는 스토리 진행이 매우 좋았습니다."
영웅,10,코레아우라감사합니다
옆집사람,8,
아바타: 물의 길,9,컴퓨터 그래픽이라 보기 힘든 기술력...
영웅,10,누가죄인인가!!!대한민국에서친일파들이없어지는그날을바래봅니다.
영웅,10,정말 정말 감동이에요~꼭 꼭 보시길^^
영웅,10,웃고 울고 보면서 2시간이 어떻게 갔는지 모르게 몰입감이 대단했어요
아바타: 물의 길,9,영상미는 미쳤는데 스토리가 아쉬워서 9점..ㅠ
아바타: 물의 길,4,스토리가 어이없네요. 작가님이 뉘신지~?CG에만 너무 힘을 쓰신게 아닌가 싶네요. 보기가 힘들지경이더군요.어찌어찌 3시간은 갔네요. 주변에 추천은 안할듯해요.
영웅,10,한국 뮤지컬 영화라서 기대를 안하고 봤는데 정말 기대 이상이다 같이 울게 만드는 영화ㅠ.ㅠ 무조건 봐야할 영화
영웅,10,"감동적이고 가슴이 먹먹해진다, 뮤지컬 부분도 좋았음"
영웅,2,채호형 화내디마...
영웅,10,
영웅,4,ㅋㅋ....ㅋㅋㅋ...
어나더 라운드,8,사는게 뭔지 그래도 술에 의지하는 건 좋지 못하다. 그렇다고 필요없는 건 아니고~ 친구와 적당한 술 우리 인생에 둘다 필요하다. 
영웅,10,뮤지컬안봤는데도 좋았음 부모님도 다 좋아하시고 진짜 뭉틀해서 여운오래감
영웅,10,뮤지컬영화는 또 다른 뭉클한 감동...여운이 길게 남습니다
아바타: 물의 길,10,
핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,10,별빛봉 흔들면서 보니까 진짜 콘서트 온 것 같아요~
영웅,3,정확하게 3점짜리 영화.
엔칸토: 마법의 세계,10,마지막 가족사진 찍을때 까시따가 밀어주면서 찰칵~ 너무 이뻐요ㅎㅎ올라~까시따~
극장판 뽀로로와 친구들: 바이러스를 없애줘!,10,5살 남자아이가 너무 재미있어하면서 보았어요 중간중간 방구장면에서 빵빵터지네요^^
영웅,10,가슴이먹먹했다가 웃었다가 글썽글썽했다가 한국뮤지컬영화는 처음이라 어색한느낌이 있었지만 3번이상 볼 예정
아바타: 물의 길,10,너무재밋어요  감동의 여운이 되게 깊게남네요다음 시리즈도 기대됩니다~~~
코르사주,10,이건 10점을 안 줄 수가 없다. 연기가 미쳤어!!
영웅,10,와..진짜 눈물만 계속 흘렀네.. 중간에 좀 지루했지만 영상미가..미쳤... 처음과 끝은 진짜 좋았어요 제가 봤던 상영관에 관객들 다 눈물 흘림.. 꼭 보세요..ㅠ
영웅,10,조금 부족하지만 괜찮아 영웅이니깐...최고!
영웅,6,오글거림과 어줍잖은 웃음이 진중한 감동을 이기는 장면만 뺐으면 훨씬 좋았을텐데... 그럼 들어낼 분량이 너무 많은가?
영웅,1,역사를 잊은 민족에게 미래는 없지만 영화제작기법을 잊은 감독에겐 별점은 없다 
영웅,10,배우 한 명 한 명 연기력은 너무 좋다 몰입력이 떨어지는 장면이 중간에 있긴했지만 한국인이라면 꼭 봐야 할 영화 마지막이 너무 슬프다 
영웅,2,영웅 보고 현타가 크게 왔다…감동적이라서? 아니다. 이딴 영화를 아바타2와 같은 금액을 지불하고 봐야한다는것이다…하………..
아바타: 물의 길,10,첫째 왜 죽음 레알 개킹받네
영웅,10,너무 재미 있고 눈물도 나네요
영웅,10,손 꼽아 기다리고 기다리다 조조로 봤습니다. 내용도 음악도 연기도 모두 감동적입니다. 방학하면 아이들과 부모님 모시고 다시 보겠습니다. 이런 소재의 영화가 더 많이 나왔으면 좋겠습니다. 천만 넘어 세계로 가서 일본의 만행과 안중근 의사의 동양평화를 알렸으면 좋겠습니다. 
영웅,10,잘봤습니다 노래예술!!!
올빼미,10,올빼미 그 장면! 하면 다 알겠지요???연기구멍 없는 배우들의 몰입감 있는 영화였습니다!
영웅,10," 먹먹한 영화입니다. 감독님 영화는 제 취향이 아니지만 배우들의 연기, 특히 단체곡 부를때의 저 멀리 서있는 작은 배우분들의 표정까지 다 전해집니다. "
영웅,10,과한 영상연출과 긴 스토리가아닌 뮤지컬식 연출 연기로 안중근의 그깊은 속내와 뜻을 한것 잘표현한 작품이라 감동받았다
영웅,10,와 방금 보고 나왔는데 턱이 덜덜 떨리네
영웅,10,조조로 보고 왔는데 정말 너무 재밌게 봤고 한국에서도 드디어 이렇게 멋진 뮤지컬 영화가 나와서 감동했습니다. 손수건 꼭 갖고 가세요. 정말 너무 좋았어요. 
페르시아어 수업,10,번호로 가려지고 불로 태워지던 존엄성을 살려낸 절박한 이름들
핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,10,역시 핑크퐁 진짜 핑크퐁 음악이 제일 신남 ㅋㅋ
아바타: 물의 길,10,영상미 만으로도 충족..
블루 라군,10,
영웅,10,너무 감동 ㅜㅜ 꼭봐야함
영웅,10,가슴이 뜨거워진다 나의 조국 우리의 조국
영웅,10,
영웅,10,또 보려구요  너무기다린영화 실망시키지 않았습니다.
핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,10,조카가 너무 좋아해요! 근데 나도 재밌던 건 왤까.. ^^ 재밌어요!
아바타: 물의 길,10,어휴 ㅋㅋ 영화 길다고 지루하다는 것들은 진짜 영화볼 줄 모르는 것들이다 이 재밌는걸...
영웅,10,영화가 넘 감동이에요 감사합니다
아바타: 물의 길,10,
아바타: 물의 길,10,리마스터링 쿠키가 나왔을 때 소름돋았고 재밌게봤습니다
영웅,10,
아바타: 물의 길,10,영화가 길지만 재미 있어요~
영웅,10,이 영화에는 말이 필요없다
영웅,5,원작을 ~ 이렇게 밖에 못 살리나요?정말 실망입니다 ~ 레미제나블을 원한 것도 아닌데..아쉽습니다.
영웅,8,영화 잘봤습니다 영화 잘봤습니다 
영웅,10,영화관을 나와서도 자꾸 흥얼거리게 되는 노래들! 앞으로도 이런 뮤지컬 영화들이 많이 나왔으면 좋겠다~
영웅,10,방금보고왔어요슬프고 화나고 먹먹하네요너무 울어서 머리가 띵~~그리고 배우님들 연기대박
영웅,10,"에고, 작정하고 본 영화고 이미 알고 있는 역사지만 매 장면이 다 소중하네요.너무 울어서 머리가 아프고 여운이 가시질않아요. 오늘은 이렇게 먹먹한 마음으로 보낼 듯 하지만 괜찮습니다. 영화관에 사람들이 너무 적어 마음이 안좋았어요ㅠㅠ좋은 영화 많이들 보셨으면 좋겠네요."
영웅,10,뭐라 표현할수없는먹먹함..모두울었다..오늘 이벅찬 마음 ..잊지않겠습니다
탄생,10,감동입니다 가벼운마음으로 보고 감명깊이 가듬담아갑니다
